# Can_master	Can_node	Module	MCR	FADC_Board	Pixel_number	PixelID	FADC_Quad	FADC_Chan	x[mm]	y[mm]	image_x	image_y
3	25	75	3	7	7	59	7	30	-36.45	-371.79	13	16
3	25	75	3	7	8	79	7	29	-48.60	-350.74	13	17
3	25	75	3	7	9	81	8	34	0.00	-350.74	15	15
3	25	75	3	7	10	80	8	33	-24.30	-350.74	14	16
3	25	75	3	7	11	103	8	36	-36.45	-329.70	14	17
3	25	75	3	7	12	102	8	35	-60.75	-329.70	13	18
3	26	98	3	3	1	860	9	40	-376.65	133.28	11	42
3	26	98	3	3	2	895	9	39	-388.80	154.33	11	43
3	26	98	3	3	3	894	9	38	-413.10	154.33	10	44
3	26	98	3	3	4	930	9	37	-425.25	175.37	10	45
3	26	98	3	3	5	896	10	44	-364.50	154.33	12	42
3	26	98	3	3	6	932	10	43	-376.65	175.37	12	43
3	26	98	3	3	7	931	10	42	-400.95	175.37	11	44
3	26	98	3	3	8	966	10	41	-413.10	196.42	11	45
3	26	98	3	3	9	968	11	46	-364.50	196.42	13	43
3	26	98	3	3	10	967	11	45	-388.80	196.42	12	44
3	26	98	3	3	11	1003	11	48	-400.95	217.46	12	45
3	26	98	3	3	12	1002	11	47	-425.25	217.46	11	46
3	27	99	3	3	1	716	3	16	-376.65	49.10	9	40
3	27	99	3	3	2	751	3	15	-388.80	70.15	9	41
3	27	99	3	3	3	750	3	14	-413.10	70.15	8	42
3	27	99	3	3	4	786	3	13	-425.25	91.19	8	43
3	27	99	3	3	5	752	4	20	-364.50	70.15	10	40
3	27	99	3	3	6	788	4	19	-376.65	91.19	10	41
3	27	99	3	3	7	787	4	18	-400.95	91.19	9	42
3	27	99	3	3	8	822	4	17	-413.10	112.24	9	43
3	27	99	3	3	9	824	5	22	-364.50	112.24	11	41
3	27	99	3	3	10	823	5	21	-388.80	112.24	10	42
3	27	99	3	3	11	859	5	24	-400.95	133.28	10	43
3	27	99	3	3	12	858	5	23	-425.25	133.28	9	44
3	28	100	3	6	1	572	9	40	-376.65	-35.07	7	38
3	28	100	3	6	2	607	9	39	-388.80	-14.03	7	39
3	28	100	3	6	3	606	9	38	-413.10	-14.03	6	40
3	28	100	3	6	4	642	9	37	-425.25	7.01	6	41
3	28	100	3	6	5	608	10	44	-364.50	-14.03	8	38
3	28	100	3	6	6	644	10	43	-376.65	7.01	8	39
3	28	100	3	6	7	643	10	42	-400.95	7.01	7	40
3	28	100	3	6	8	678	10	41	-413.10	28.06	7	41
3	28	100	3	6	9	680	11	46	-364.50	28.06	9	39
3	28	100	3	6	10	679	11	45	-388.80	28.06	8	40
3	28	100	3	6	11	715	11	48	-400.95	49.10	8	41
3	28	100	3	6	12	714	11	47	-425.25	49.10	7	42
3	29	101	3	6	1	428	3	16	-376.65	-119.25	5	36
3	29	101	3	6	2	463	3	15	-388.80	-98.21	5	37
3	29	101	3	6	3	462	3	14	-413.10	-98.21	4	38
3	29	101	3	6	4	498	3	13	-425.25	-77.16	4	39
3	29	101	3	6	5	464	4	20	-364.50	-98.21	6	36
3	29	101	3	6	6	500	4	19	-376.65	-77.16	6	37
3	29	101	3	6	7	499	4	18	-400.95	-77.16	5	38
3	29	101	3	6	8	534	4	17	-413.10	-56.12	5	39
3	29	101	3	6	9	536	5	22	-364.50	-56.12	7	37
3	29	101	3	6	10	535	5	21	-388.80	-56.12	6	38
3	29	101	3	6	11	571	5	24	-400.95	-35.07	6	39
3	29	101	3	6	12	570	5	23	-425.25	-35.07	5	40
3	30	102	3	9	1	284	9	40	-376.65	-203.43	3	34
3	30	102	3	9	2	319	9	39	-388.80	-182.39	3	35
3	30	102	3	9	3	318	9	38	-413.10	-182.39	2	36
3	30	102	3	9	4	354	9	37	-425.25	-161.34	2	37
3	30	102	3	9	5	320	10	44	-364.50	-182.39	4	34
3	30	102	3	9	6	356	10	43	-376.65	-161.34	4	35
3	30	102	3	9	7	355	10	42	-400.95	-161.34	3	36
3	30	102	3	9	8	390	10	41	-413.10	-140.30	3	37
3	30	102	3	9	9	392	11	46	-364.50	-140.30	5	35
3	30	102	3	9	10	391	11	45	-388.80	-140.30	4	36
3	30	102	3	9	11	427	11	48	-400.95	-119.25	4	37
3	30	102	3	9	12	426	11	47	-425.25	-119.25	3	38
3	31	103	3	9	1	145	3	16	-376.65	-287.61	1	32
3	31	103	3	9	2	177	3	15	-388.80	-266.56	1	33
3	31	103	3	9	3	176	3	14	-413.10	-266.56	0	34
3	31	103	3	9	4	210	3	13	-425.25	-245.52	0	35
3	31	103	3	9	5	178	4	20	-364.50	-266.56	2	32
3	31	103	3	9	6	212	4	19	-376.65	-245.52	2	33
3	31	103	3	9	7	211	4	18	-400.95	-245.52	1	34
3	31	103	3	9	8	246	4	17	-413.10	-224.47	1	35
3	31	103	3	9	9	248	5	22	-364.50	-224.47	3	33
3	31	103	3	9	10	247	5	21	-388.80	-224.47	2	34
3	31	103	3	9	11	283	5	24	-400.95	-203.43	2	35
3	31	103	3	9	12	282	5	23	-425.25	-203.43	1	36
3	32	104	3	9	1	92	0	4	-303.75	-329.70	3	28
3	32	104	3	9	2	118	0	3	-315.90	-308.65	3	29
3	32	104	3	9	3	117	0	2	-340.20	-308.65	2	30
3	32	104	3	9	4	146	0	1	-352.35	-287.61	2	31
3	32	104	3	9	5	119	1	8	-291.60	-308.65	4	28
3	32	104	3	9	6	148	1	7	-303.75	-287.61	4	29
3	32	104	3	9	7	147	1	6	-328.05	-287.61	3	30
3	32	104	3	9	8	179	1	5	-340.20	-266.56	3	31
3	32	104	3	9	9	181	2	10	-291.60	-266.56	5	29
3	32	104	3	9	10	180	2	9	-315.90	-266.56	4	30
3	32	104	3	9	11	214	2	12	-328.05	-245.52	4	31
3	32	104	3	9	12	213	2	11	-352.35	-245.52	3	32
3	33	105	3	8	1	51	3	16	-230.85	-371.79	5	24
3	33	105	3	8	2	71	3	15	-243.00	-350.74	5	25
3	33	105	3	8	3	70	3	14	-267.30	-350.74	4	26
3	33	105	3	8	4	93	3	13	-279.45	-329.70	4	27
3	33	105	3	8	5	72	4	20	-218.70	-350.74	6	24
3	33	105	3	8	6	95	4	19	-230.85	-329.70	6	25
3	33	105	3	8	7	94	4	18	-255.15	-329.70	5	26
3	33	105	3	8	8	120	4	17	-267.30	-308.65	5	27
3	33	105	3	8	9	122	5	22	-218.70	-308.65	7	25
3	33	105	3	8	10	121	5	21	-243.00	-308.65	6	26
3	33	105	3	8	11	150	5	24	-255.15	-287.61	6	27
3	33	105	3	8	12	149	5	23	-279.45	-287.61	5	28
3	34	106	3	8	1	22	0	4	-157.95	-413.87	7	20
3	34	106	3	8	2	36	0	3	-170.10	-392.83	7	21
3	34	106	3	8	3	35	0	2	-194.40	-392.83	6	22
3	34	106	3	8	4	52	0	1	-206.55	-371.79	6	23
3	34	106	3	8	5	37	1	8	-145.80	-392.83	8	20
3	34	106	3	8	6	54	1	7	-157.95	-371.79	8	21
3	34	106	3	8	7	53	1	6	-182.25	-371.79	7	22
3	34	106	3	8	8	73	1	5	-194.40	-350.74	7	23
3	34	106	3	8	9	75	2	10	-145.80	-350.74	9	21
3	34	106	3	8	10	74	2	9	-170.10	-350.74	8	22
3	34	106	3	8	11	97	2	12	-182.25	-329.70	8	23
3	34	106	3	8	12	96	2	11	-206.55	-329.70	7	24
3	35	107	3	7	1	5	3	16	-85.05	-455.96	9	16
3	35	107	3	7	2	13	3	15	-97.20	-434.92	9	17
3	35	107	3	7	3	12	3	14	-121.50	-434.92	8	18
3	35	107	3	7	4	23	3	13	-133.65	-413.87	8	19
3	35	107	3	7	5	14	4	20	-72.90	-434.92	10	16
3	35	107	3	7	6	25	4	19	-85.05	-413.87	10	17
3	35	107	3	7	7	24	4	18	-109.35	-413.87	9	18
3	35	107	3	7	8	38	4	17	-121.50	-392.83	9	19
3	35	107	3	7	9	40	5	22	-72.90	-392.83	11	17
3	35	107	3	7	10	39	5	21	-97.20	-392.83	10	18
3	35	107	3	7	11	56	5	24	-109.35	-371.79	10	19
3	35	107	3	7	12	55	5	23	-133.65	-371.79	9	20
3	36	108	3	7	1	0	0	4	-12.15	-498.05	11	12
3	36	108	3	7	2	2	0	3	-24.30	-477.01	11	13
3	36	108	3	7	3	1	0	2	-48.60	-477.01	10	14
3	36	108	3	7	4	6	0	1	-60.75	-455.96	10	15
3	36	108	3	7	5	3	1	8	0.00	-477.01	12	12
3	36	108	3	7	6	8	1	7	-12.15	-455.96	12	13
3	36	108	3	7	7	7	1	6	-36.45	-455.96	11	14
3	36	108	3	7	8	15	1	5	-48.60	-434.92	11	15
3	36	108	3	7	9	17	2	10	0.00	-434.92	13	13
3	36	108	3	7	10	16	2	9	-24.30	-434.92	12	14
3	36	108	3	7	11	27	2	12	-36.45	-413.87	12	15
3	36	108	3	7	12	26	2	11	-60.75	-413.87	11	16
